,Title_Desc
7128,"Twist the Knife : The relics are ours... as it was meant to be.  There is but one more step needed for the great truths to be revealed.  The naga sought to summon their storm from a place that echoes with ancient power. Though this site has had countless names over the ages, you mortals know it as the Precipice of Oblivion.  I will go on ahead and begin preparations. Join me there."
7129,"Hunting the Stalker : Now that you have your trap, we can move onto the true problem at hand.  A strange creature not native to this island has been stalking our camp.  I think we should capture it and see how it can help us.  Set the freezing trap within these ruins to lure it out. We'll see just what we are dealing with."
7130,Ticks : Kill those bloodbellies before dey take off with all of my soldiers! I will have my troops prepare for a flanking charge.
7131,"Shores of Fate : So be it. You are more trustworthy an ally than any army Wrynn would have sent.  We will reclaim Darkshore together, but first we must find Tyrande. Without her at the front, our forces will crumble against the Horde.  She left for the Zoram Strand with a small force not long ago. If we move now, we may be able to find her before the Horde does."
7132,"Against Overwhelming Odds : Your eternal enemy, the Horde, grow in strength and number throughout the Shadowlands.   Will you and your comrades simply roll over and yield to their might?   No, I expect not. It seems that not even death has quelled your thirst for battle.   If you succeed in cutting down your foes, despite the odds, I will reward you handsomely."
7133,"Rastakhan's Might : Do you see de ship out in de bay, <name>?  Dat is my flagship, Rastakhan's Might. It is not here under my orders.  We will deal with de Prophet Zul in good time. For now, those who took my vessel must pay.  You are to bring me de head of Windcaller Ula'jan. De ship does not move without him, and it will not be moving again once he is dead!"
7134,
7135,"The Old Bear : I cannot change your mind, can I? Very well, I may know where you can find your answers.   High in the mountains, there is a hidden alcove of impossibly verdant growth. It is there that the druids of Kul Tiras train in the old ways of the Drust - from before the time of Gorak Tul.  Their leader is a great bear named Ulfar. I know little about him, but few are more qualified to parse the magic of the Drust.  You will find a path to his den along Highroad Pass. Good luck, Inquisitor."
7136,"A Fresh Trauma : Azeroth is strugglin' tae survive, but new wounds are formin' at a rapid pace.  I can sense her cries o' pain risin' from the north... in a place o' ancient power...  <Magni closes his eyes, as if listening to an unseen voice.>  By the Forge! Somethin's gone wrong in Mount Hyjal. The World Tree, Nordrassil, is in danger!  Meet me there, $p. There's no time tae lose!"
7137,
7138,"And Justice For All : Thank you for helping to redeem me in the eyes of my people, <class>. I am in your debt, and I will be sure to let my father know.  In the mean time, I think we should find out what this Heartsbane Coven is, and what they are doing in our lands. I hope the marshal will be able to enlighten us.  First thing's first, though. Care to undo these ropes? They're starting to chafe."
7139,Most Loyal : The Dark Lady anticipated this as a possible outcome. She has prepared a contingency plan to deal with it accordingly.  You are to rendezvous with her in the Ghostlands. Take this hearthstone. It is good for one more use.   She will meet you near Windrunner Spire.
7140,"Prepare for Trouble : With the evidence you've gathered, we can prove that the Ashvane Company was behind the attack.  I would have preferred to do this in private, but I don't think we'll have the luxury. Look around - company men everywhere.   Priscilla's got something up her sleeve...  Let's get some backup before we go in there and cause a scene."
7141,
7142,The Azerite Advantage : We have received intelligence pointing us toward a reliable source of Azerite.  We must move quickly to acquire these resources for the Horde.  Report to the Banshee's Wail to aid in this urgent mission.
7143,"Where the Heart Is : It's time we put Wrathion's plans in tae motion.   He'll be headin' back tae the Chamber of Heart, so we should meet him there."
7144,"To Anglepoint : An attack on Anglepoint Wharf can only mean one thing: the Horde seeks to destroy the seagate there.   This is my home. These are my people. I cannot turn my attention to our operations in Zandalar until we've routed the Horde.  The military will take a little time to mobilize, but in the meantime you and I can face these monsters. If we can't stop them, we can slow them down.  War has come to my shores once more. I will not stand aside."
7145,"Descending Into Madness : As unfortunate as the spreading corruption may seem, I believe it provides us the opportunity to prepare for what lies ahead.  Locate one of these incursions and see what happens when you peer beyond the dark veil."
7146,"Nature Versus Nurture : Greetings, <name>. I am Wingminder Goja.  I overheard the ordeal that Pa'ku has laid at your feet. I can help you.  I oversee this roost at my loa's pleasure. I have seen many eggs become glorious beasts of war. It will be a long road ahead, with many trials to overcome, but de companionship of a pterrordax be a worthy reward.  For now, de little one is young. Simply tend to his needs while he stays in de nest. When he is ready to take on de world he will let you know.  Good luck, <name>."
7147,"Right Bot for the Job : We don't waste anything around here. Every defeated bot gets a second chance!   If I'm going to fix this mechaspider, I'm going to need a few extra wrenchbots working with me.   Use my Bot Re-Energizer on three dead Repeating Wrenchbots and bring them to me, and I'll put them to work."
7148,"The Treasury Heist : The Abyssal Scepter is a powerful tidesage artifact and a serious threat to the fleet. The Horde stole it, but it is being held by the Zandalari in their treasury.  The Storm's Wake has crafted a fake Scepter. Your first job is to obtain the real one without alerting suspicion.  Speak to me when you are ready to go over the plan."
7149,Paint Vial: Overload Orange : <Marvelous Martini could make use of this item.>
7150,"Rustbolt Gramophone : <The large gramophone that you crafted is capable of blasting music across all of Rustbolt.  Now, you just need to find a good place to install it.>"
7151,"War Is Here : We need to move, <name>. We've received word that the Alliance have mounted an attack through Nazmir.  Make for the Great Seal. King Rastakhan and Princess Talanji are there forming a plan of attack.  Make no mistake, we will crush the Alliance. They are fools to attack us through Nazmir."
7152,"Under Their Noses : Figures they wouldn't just put the destination on the crates for us.   Nothing's ever easy, is it?  If the weapons aren't moving on Cagney's ferry, they must be passing through Bridgeport, the shipping hub just up the road.  Bridgeport is protected by a garrison of Proudmoore marines. The Ashvane Company has a lot of nerve moving illegal weapons right under their noses.  Come on, let's check it out."
7153,"Forgotten Memories : Have we met before? I'm sorry... but I don't remember your name.  My name is... Arylina... I think. My memory has been so foggy since the great explosion happened that sent us underwater.  Oh! But look! I can see the sun and the stars again... I wonder what happened?  I used to keep a diary, but I can't find it anywhere. If I just had my diary back, I'm sure I could remember more.  Will you help me find it?"
7154,Blueprint: Utility Mechanoclaw : <This blueprint details how to build what appears to be a feisty robotic hand.  You should be able to upload the blueprint to Pascal-K1N6's database in Rustbolt.>
7155,"An Ancient Curse : <The harsh conditions of Nazmir have not been kind to the stone tablet.  Most of the inscriptions have been worn away but you are able to make out a picture that shows a chest surrounded by glyphs. Above the chest you noticed what appears to be a large floating skull.  Below the images you find a single word ""Aiji"".  The ruins ahead seem foreboding, and you may want to bring some friends to help you. With their help, perhaps you can find the secret of this ""Aiji"" and its treasure within.>"
7156,"Freehold: A Pirate's End : Hey, uh, I don't usually ask for help with personal business, but I know when I'm outmatched.  Someone's gotta take down Harlan.  He's a maniac. The things I saw him do back in the day... that's why I left Freehold in the first place.  H-hey don't think of it as a favor for me--even though it would be a HUGE favor--think of it as making the seas safer for everyone, or something noble like that.  <Flynn leans in and whispers.>  Plus there's a big fat bounty on his head!"
7157,
7158,"An Explosive Entrance : A hat and some smooth talking won't get us in to Freehold this time, so I'm thinking explosives. And I'm thinking we steal them from Ashvane. Fair's fair, right? She takes something from Lady Katherine, we take some Azerite empowered grenades from Ashvane.  Okay, so it's not really the same, but you get where I'm going with this.  Head over to Ashvane's Foundry. Grab the biggest Azerite Grenades you can get your hands on.  While you do that I'm going to get us some air support."
7159,"Pinch of Azerite : I don't have time for idle chit chat! If you haven't noticed, rocks are running around doing who knows what?!  How about you help out and retrieve my chemistry kit. While you're out, smash some of those creatures and collect their dust. Prim will need both of those for the next step of the plan.  Maybe we can figure out what has animated the Azerite."
7160,Stay of Execution : Come. It is time to save a friend.
7161,"Mast Effect : Kua'fon was peering over de edge and managed to fall off de cliff again.  Normally he gets back up here on his own, but it be taking too long this time.  Best go down to de beach and find him. He is probably stuck up one of de ship masts out there.  If he will not come down, you can try bribing him with more fish."
7162,"The Fall of Zuldazar : It's time, <name>. We have the Abyssal Scepter, along with confirmation that the bombs placed amongst the Zandalari fleet are still active.  Unfortunately, even with everything at our disposal, we would still lose a frontal assault against the Zandalari empire.  For that reason, we plan to lure the forces of the Horde and the Zandalari away from the harbor.  Mathias Shaw is holding a meeting nearby, and he has requested your presence."
7163,"Freehold : Well, there she is: Freehold.  You can get anything you want there, provided you can pay for it.   Whether you pay with gold or steel is up to you.  Take a look."
7164,"A Load of Scrap : Hello, friend. Would you like the scoop on the latest invention of the century?It's called the Scrap-O-Matic 1000 and this device can triple, no QUADRUPLE your production capacity as a crafter of armor, weapons or other gizmos you adventurers wander around with.Here, take these pants and use the Scrap-O-Matic on 'em. You'll get the hang of it."
7165,A Curious Discovery : <This crystal shines with a mesmerizing light that you find difficult to avert your gaze from.Perhaps the Unshackled would be able to tell you more about it.>
7166,
7167,"Trial of Truth : Those within our temple have left their past lives behind. They devote themselves entirely to Akunda.   Dis final test is perhaps de most important.   Dis is de moment of truth.   You will speak your name, as you will be known from dis day forth."
7168,"Down But Not Out : Ashvane won't trouble us for now, but our situation remains perilous.  I must consider our next move, <name>. In the meantime we should continue to build upon our relationship with our new allies, the Unshackled. Test them in combat, train them while you can, we will need their aid in the battles to come.  We will show them that through unity there are no obstacles that can stand in our way."
7169,A Sound Defense : Horde forces are attacking Tiragarde Sound. Make them regret every footstep upon our soil!
7170,"The Wildhammer Specialty : Well, if ye didn't find Blood Prince Dreven on yer ship, he must be hiding on the other one.  I can take ye down to it, but the Horde knows we're here now. What do ye say we create some distractions to hold their attention while we hunt down Dreven?  Me Wildhammers are itchin' tae let the hammers fly. Ye want to join us for the first round?"
7171,"Lured and Allured : Lookin' for a friend from the wreck, eh?  If he survived he may have wandered up the path to our camp.  Now if he ain't up there toastin' his buns by the fire, well... lotta poor souls fall victim to the song of the sirens.   You should check the camp before you go wadin' out into the tideway. Ask our leader, Stabby Jane. She'd know for sure if a new survivor showed up!"
7172,"Offensively Defensive : Let me guess, Loti had you kill any trolls dat smelled of blood magic, yes? Well, dat is barely a half measure.See, blood magic comes from de old ways, and our people have only been giving in to its allure since de walls fell on our northern border.Come, we will go for a little ride and patrol de border to Nazmir. Dat is where all dese bad ideas are coming from."
7173,Blood Purification : <You see a strange blood orb that emanates whispers of suffering and destruction.  These must be the source of energy for whatever corruption Hezrel is hunting. They appear easy enough to destroy.  You can see more of these orbs around the temple grounds. Perhaps destroying them will help to weaken the corruption in the area.>
7174,This Ain't Mine : Sylvanas's loyalists have collapsed part of the canyon path to Orgrimmar. Our forces are now cut off from each other.  We need to reinforce our front line or the Banshee will pick us off at her leisure. We have come too far to be slain by a thousand cuts.  Gazlowe and one of the Alliance's gnomes believe they have an answer. You'd best ensure that their plan does not backfire.
7175,The Final Effigy : <The effigy's protection has been broken.  All that remains is to break the effigy itself.>
7176,"Send My Father a Message : My people are once again safe... for now.  King Mechagon won't stop sending his armies at us as long as he does not fear us.  We must send him a message.  Climb to the top of the ramparts, and hack one of my father's projectors to proudly shine the banner of the Rustbolt Resistance big enough for the whole island to see.  I'm sure that'll attract the attention of my father, King Mechagon."
7177,"Scouting the Palace : We cannot hide here forever, <name>. Azshara must be dealt with.It would be an act of folly to assault her palace without knowing what defenses she has in place. I dispatched a scouting team while you were gone, but they have not reported back.I'm getting concerned, <name>. Let me know when you're ready and I'll perform a ritual to see what has happened to our scouts."
7178,"Wriggling Mass : <The tendril writhes and pulsates in your hand as your mind is assailed by all manner of vicious thoughts.  One vision in particular surfaces in your mind again and again.  In your mind's eye, you picture a many-eyed goat laying in a pool of black water. As you approach, its eyes burst open, and in an instant you find yourself looking upward at the goat from deep within the puddle.  As you sink into the icy darkness, everything goes black.  You pocket the mass and shake the thoughts from your head."
7179,"Cutting Edge Poultry Science : <Before you is a delicious chicken... And yet, despite everything, there is something a little bit... lively about this creature.  With a judicious application of science, there might be something that can still be done for this poor bird.  You resolve to bring the chicken to Dr. Oglethorpe in Booty Bay with all haste.>"
7180,"Queen's Favor : I have two things to ask of you, and I do not ask them lightly.  First, I need you to retain the favor of the warchief. She will undoubtedly have questions, and seeds of distrust may begin to grow, but she cannot lose you as an ally. Not now. She would not so willingly part with one of her greatest champions.  In order to do so, it will have to look like you faced me in combat, and lost. I trust you can take a hit.  Second, I ask you not to follow me further. I must make this journey alone."
7181,"A Short-Lived Peace : <name>,  As the Legion's presence wanes from our world, a new threat has risen. It is with a heavy heart that I must ask you to put your life on the line for the Alliance once more.   I have received a disturbing message from our operatives stationed in Orgrimmar.  I await your arrival at Stormwind Keep to discuss matters further."
7182,The Shadow of Gilneas : Champion of Gilneas!  I have a letter for you from Princess Tess Greymane. She requests your presence in Stormwind Keep.
7183,"Test Case #1; Mech vs. Mekkatorque : Alright, we got PLENTY of Azerite in this baby to blow up Mekkatorque and his airship.  That radioactive freak is gonna pay for sendin' his toys to attack one of MY, er, OUR bases!  Hop in, <name>. We got a gnome to blow up."
7184,"Competitive Devotion : Okay, I know dis situation is serious, but she gave you de power of her loa? Sounds to me like Loti is more big on recruiting than on dealing with dis blood troll threat.Inside de temple behind me are three guardians. When I walked in dere, de things tried to kill me. Me!Someone has corrupted our own guardians.Here, I will lend you de voice of my own loa, Pa'ku, de pterrordax. Use it to crush dis corruption."
7185,"On the Outskirts : If things are settled for the Commander, you should check in on Nisha.   I'm sure she could use your help."
7186,"A Forlorn Hope : <Lady Katherine's jaw sets.>  I refuse to believe I am too late.  No one has ever come back from Fate's End, but if anyone could survive I have to believe it would be my Jaina.  Go to Stormsong Valley and secure transit to Fate's End from the tidesages. Brother Pike is a good place to start.  Hurry, <name>."
7187,"Terror of the Kraul : By all the gods of the sea, what a monster!I can barely believe what I am seeing, <name>. This ettin has undergone the same ritual that the brutes do, and it seems even angrier! If he gets out of here, we won't stand a chance.I know I ask the impossible, but I must: kill this monstrosity and save the whole valley from its wrath! Here, take one of the potion samples you brought me. It's probably dangerous, but you might need it to defeat this beast."
7188,"The Eve of Battle : <name>, we must speak of the Horde... and the warchief.  The war has proven costly, and the battle against Azshara drained what little resources we had left. The Horde is divided once more and the Alliance fares little better than we do.   Sylvanas is now in a position to destroy everyone she considers an enemy. That means us, as well.  I had hoped that my old friend would see reason, but now...  High Overlord Saurfang is rallying those of us who remain--including some unlikely allies."
7189,"Krazzlefrazz Outpost : I already did a bunch of the leg-work for settin' up our foothold. All we gotta do is finish deploying all the instant-base technology, and we'll be good to go here in Drustvar.  Why don't you go finish the base building. I'm gonna see if I can salvage any wolfercycle parts."
7190,"The King's Death : King Rastakhan is dead, the Zandalari fleet has been decimated, and we have lost valuable soldiers.  The Dark Lady is on her way from Orgrimmar to assess the situation. We must figure out our next move before the Alliance strike again.  I believe protocol now would be to pay respects to the fallen king. We will determine our next move afterwards."
7191,Emission Free : We're going to need a few Empty Energy Cells to fill out the battery pack on the mount control assembly.   See if you can find me these.
7192,"Trinkets and Baubles : Beneath the tides, these terrors do not see fit to stay within their warrens.They have emerged in the night, stealing away to the villages and indulging in their avarice. They will use the provisions against us, to serve in their rituals. Rituals of summoning and communion with powers too terrible to comprehend. The populace is no concern of mine anymore, but I would not see these briny thieves to have their way. Relieve them of their plunder, and let them learn a bitter lesson."
7193,"Shrine of the Storm: Whispers Below : We must not let Lord Stormsong finish his work.  If he delivers the fleet to Azshara, all of Kul Tiras will be vulnerable. Countless innocents will perish -- or worse.  There is no time to wait for more of the Storm's Wake to arrive. We finish this now, for the good of all who call this valley home.  We finish this for Samuel."
7194,"A Mech for a Goblin : Gallywix has a plan to deal with the Alliance and has requested your help. It involves the Azerite you reclaimed.  Speak with him down at Bilgewater Bonanza, and do whatever you can to help him... when it comes to the interest of the Horde.  Oh, and make sure Gallywix stays alive. The Alliance already tried to kill him."
7195,"A Daughter of Torcali : It has long been remarked upon that a direhorn is de bravest beast in de jungle. That is why they are chosen as mounts for our warriors.  In this case, that bravery may not be in your favor. De little one has run off and I do not think she is hungry this time.  Best find her before she gets hurt."
7196,"Strangling Root : <The root twists and struggles in your grip, attempting to wrap itself around your arm.  The keepers you encountered must be powerfully attuned to nature to imbue their creations with such longetivity.  Remembering the ferocity with which they fought against you makes you suddenly uneasy.  Why would these guardians of nature behave this way?  Surely, someone must have the answers.>"
7197,"Journey to Nazmir : It is time to put an end to de blood trolls in Nazmir before their monstrous horde descends upon Zuldazar.  My most loyal followers are willing to come with me to dat cursed place. But it will not be enough.  I am relieved dat you and de Horde are willing to help. Rokhan and his darkspears are getting ready to leave.  I will finish my preparations here. Meet with Rokhan and make your way to Nazmir, I will see you there."
7198,"Your Next Move : Princess Talanji plans to travel north to Nazmir. The blood trolls there are a threat she believes her father refuses to acknowledge.  General Jakra'zet detests the Horde and cannot be trusted. As long as he remains in power, the city will never be safe.  You will also need to win over King Rastakhan here in Zuldazar. This city is vast and has many secrets."
7199,"Orders from Azshara : <Kojo studies the medallion and grimaces.>  Ugh... naga.  This medallion is inscribed with orders. Looks like naga have been commanded to invade our shores and seize artifacts of great power.  You know, I recently came upon one such object. See that dagger over there? Nasty thing. Gives me the willies. I swear I hear it whispering to me.  I found it on an island in Stormsong Valley, on a makeshift altar. Maybe if you take it there, you'll get an idea of how the naga intended to use it."
7200,"Into The Darkness : We are in Nazmir to stop de blood trolls from destroying Zuldazar. Dis is de start of our campaign to end dem.  Dese monsters want my kingdom and its people destroyed. We are going destroy dem first.  My father thinks de blood troll threat will go away on its own, like it did in de past. But things are different now.  Rokhan and de others are moving north of here to establish a camp for us to stay in, den dey will join us in de fight.  Are you ready?"
7201,Legacy of the Mad Mage : <This rather large jewel has an inscription etched on its base:  Property of Mardivas. If found please return to my laboratory.   Perhaps this laboratory can still be found somewhere?>
7202,"The Port of Zandalar : King Rastakhan has given me orders to investigate de Harbor of Zandalar. De claim Princess Talanji has levied against General Jakra'zet for failing to maintain de safety of our kingdom is a serious accusation.For dis task, I would have you join me so dat I might have an outside perspective. When you are ready, meet me in de Grand Bazaar."
7203,"Good Girl : I have learned so much by your side, I can't believe how many naga we've taken down!  When you first arrived, I was skeptical that you'd make a difference. We've been down here, fighting, for so long. I had almost lost hope.  But now, we see a way out of the darkness of the depths, finally!   I took in a snapdragon pup when we formed Newhome, been training her ever since. I think... I think I'd like you to have her.  She'll make a great mount... and loyal friend."
7204,"Security First : Many dangerous creatures and allies of my father still seek to destroy us.  Help secure this island, seek out and and eliminate five of our most powerful enemies."
7205,
7206,"Perfect Tidings : Your timing is most convenient, <class>.  Our team had a check-in planned for this place, two days past. None have yet returned.   I did not want to be brash and send word to the city too soon. However, I cannot leave this place empty, nor can I abandon young Koba.   Take this scroll. See who, or what, you can find. Bring back those you can."
7207,"Eldritch Invocations : This is my fault, my friend.The leader of these cultists is none other than Director Deepwarden, a man who I once trusted as an advisor and business partner.It seems he did not approve of how I ran our operation... to a ludicrous degree.He gave his humanity for power, using his frustration to overthrow the village from the inside. Who knows what he plans next.I can no longer stand idly by. Take out Deepwarden. Show him that Anglepoint will not fall to his madness."
7208,"Grand Theft Telemancy : They must not keep the Eye, <name>.  Fortunately I am more than an archaeologist. I am a telemancer. Chief Telemancer Oculeth himself trained the woman who trained my master. I can retrieve the relic with these arts.  All you need to do is place a telemancy beacon near the Eye. I can then retrieve both it AND you safely back to camp. The Alliance will find themselves empty-handed.  While you're at it, do deliver my ""thanks"" to the individual responsible for snatching the Eye out from under us."
7209,"A Risky Ploy : Things are worse than we thought. These people are about to tear Brennadam apart!  We'll never get a chance to talk to Brother Pike in this mess.  I have an idea, but if it doesn't work, well... I hope you have your running boots on.  Trust me?"
7210,"Running Late : I beg your pardon, but I am a little concerned at Lord Waycrest's tardiness.  I'd hate to be a bother, but would you mind checking on him? The ceremony awaits his presence.  You can find him in the bride's room, at the top of the tower."
7211,Rustbolt Rebellion : Aid the Rustbolt resistance.
7212,"We Can Fix It : <This drill rig looks capable of breaking through the nearby debris, but is clearly broken.  If you can collect the parts required, Prince Erazmin should be able to show you how to repair it.>"
7213,"Enforcing Fate : Vol'jamba is busy consolidating his power. His Sight has shown him dat he will fight, and perhaps even dat he will die, and so he looks to all his tools to save himself.  I will need you to be my hands, as he will come as soon as I show myself. You will undo all de preparations he has made for dis day.  Do as I say and we will both find ourselves enjoying de king's favor."
7214,"Let Sleeping Wolves Lie : Tess's essence now wanders a section of the Emerald Dream I have twisted into her thoughts. And I have given her my gift, but she could still use a guide.  Enter the Dream through the portal behind me. It will place you near where she sleeps. See if you can help show her how rage may blind a mortal."
7215,"Vinyl: Battle of Gnomeregan : <This pressed vinyl is surprisingly still intact. Its label says it contains the recording of a song called ""Battle of Gnomeragan.""  You should be able to install this vinyl into the gramophone back in Rustbolt.>"
7216,
7217,A Display of Power : It looks like all the big players are here. This thing's gonna be starting any moment now.  You'll probably want to get a good seat.
7218,"The Vol'dun Plan : Our target: Arlethal Sunwatcher, High Examiner of the Reliquary.  Before we charge off blindly into the dunes, however, I'd like to hold a quick strategy meeting with you and the others."
7219,"It Belongs in My Mech! : Check this out! It's my latest creation that someone else came up with and built, Gallywix's Mech of Death!  I got it fueled with all that Azerite you found, but I still need more of the stuff to give it that extra kick.  I was SUPPOSED to have the stuff from our operations here, but there's some sorta Azerite goop causin' a mess!  My guy Patch made an Azerite vacuum device. I want you to suck the Azerite outta these slimes!"
7220,"Leave None Alive : Our initial assault was a success. The Dark Iron dwarves are holding the line. Now it's our turn.  You and I must cleave a path through these Zandalari and eliminate them. Our forces will handle any that remain.  Our goal is to weaken their forces and find two important targets: the ship's captain and its advisor.  Let's go, <name>. If we fail here, all of our efforts will be thwarted."
7221,"Vinyl: Mimiron's Brainstorm : <This pressed vinyl is surprisingly still intact. Its label says it contains the recording of a song called ""Mimiron's Brainstorm.""  You should be able to install this vinyl into the gramophone back in Rustbolt.>"
7222,"Let's Bee Friends : We just need to collect some slime from the animated honey creatures that are still roaming around the farm.  If you can bring back a few vials of that, we can put all our ingredients together and give the mixture to Bumbles.  We should only feed him once a day, or he might get sick like some of the other bees.  We're gonna have him all healed up in no time!"
7223,"Operation: Heartstrike : We've taken out quite a number of high priority targets, <name>. All thanks to your help.  It is time to strike directly at the heart of the Zandalari empire.  Report to the Wind's Redemption as soon as you are able. We will get started from there."
7224,"Loaded for Bear : <This glittering cannonball stands out from the others. You notice the familiar sheen of Azerite across the surface.You can't help but notice the nearby cannon, conveniently pointed at the ships loaded with stores of Ashvane Company weapons.>"
7225,"Mending Body and Soul : Good. You have brought me the last ingredients I will need to concoct a solution to close the king's wounds.  You are not a moment too soon. He is fading.  I am not comfortable working at an elevated pace, but the situation requires it. You must be my hands, for I am very slow.  Bring me what I need, and let Jamil and I worry about the rest.  Speak to me when you are ready to begin."
7226,Foothold: Nazmir : The swamp of Nazmir is home to the notorious blood trolls.  Captain Conrad has been dispatched to determine how we can use their hatred toward the Zandalari to our advantage. Reports from the jungle have proven disconcerting at best.                       - Mathias Shaw
7227,"The Burden of Proof : I think we have everything we need to conduct three of the villagers' tests. Let us hope this is enough to convince them.  I'm sure Constable Framer is champing at the bit to proceed with his trial, and I would prefer it if you were the one to administer the tests. I may not know you well, but I trust you farther than the constable.  Speak with him when you're ready to begin.  ...and do me a favor. Make this quick."
7228,Forcing Fate's Hand : I got some good news and bad news for you about this whole quest to destroy the herald of G'huun. Bad news first.  There's an entire army of skeletons between us and the next area. I'm guessing they used Torga's blood to animate them.  Good news is that scroll you recovered from Holbruk can summon the powerful Hand of Fate.  ...and the bad news is that the scroll got damaged when Holbruk died and is only good for one more use.  Meh. Take this scroll and destroy that skeleton army!
7229,"Rig Robbing : I'm out here tryin' to enjoy my break, but I ran outta hooch.  Got some grog hidden in the water just off the dock, stashed in a crate tied up to some of the rigging.   Do me a favor and fetch it, will ya? Rigging's pretty tangled so you might have to pull in a few lines before you get the right one.  I'd do it myself, but if they see me they're gonna force me back to work unloadin' them new weapons."
7230,"Torga, the Turtle Loa : Name's Lashk.  We're not here to join any cause, we just want to hear Torga's legendary stories.  I don't know if he'll help, but you can try persuading Torga, loa of the turtles, and see if he'll help you fight these blood trolls.  You can join on our pilgrimage to Torga, just keep quiet. Follow the path and find Kisha, she'll tell you where to go."
7231,"Make Loh Go : Hello, <name>! We tortollans grow up hearing the stories of Loh, a tortollan who had many adventures. These stories help to challenge a young tortollan's mind as they try to figure out how Loh would make his way through any given adventure.  Care to give it a try?"
7232,"Through the Old Roads : Lady Waycrest has entrusted me with securing the town of Falconhurst and the services of Master Alchemist Ashton who lives there. However, I have found out no one has heard from Falconhurst in some time.  The skies above the forest are impassable, so we must travel the old roads through Drust ruins in the mountains. A small capable party has a better chance to bypass the growing forces of the witches and to help secure Master Alchemist Ashton.  To that end, I ask you to assist me."
7233,"Operation: Bottom Feeder : It is time for Zelling to prove his worth to the Horde.  Return to the Banshee's Wail. Today, we sail out to open waters."
7234,"Petitioning Krag'wa : Nothing! I cannot believe de weapon had no effect!  Damn Ateena and her dark magic! We must get up there somehow, kill her for good, and remove dat barrier!  But how can we get to de top of dat building... ah, of course! Krag'wa!   De loa of frogs hates de blood trolls. I am sure he will lend us his aid. Then, finally, we will be able to put an end to Ateena's madness."
7235,
7236,"Notched Coin : <This old, worn coin has clearly changed hands many times. The edges are rusty from years in the salty air of the Great Sea, and it features an unusual design.  You saw a number of these coins scattered around the island, they appear to be quite commonly used.>"
7237,"Loose Ends : Our campaign against the Horde is going strong, but there are some loose threads to take care of.  Lady Ashvane was broken out of Tol Dagor - by the Horde. We don't know where she's gone or what she is planning. I sent Kelsey out to track down some Ashvane Loyalists to get answers. She found them and has requested backup.  She's waiting for you in Freehold."
7238,"Grab and Go : Nothin' left to do but grab that Marshal and bring him back up to the surface, then.  Though I guess you might as well search the shipwreck for anything else of value. You spent all that time gettin' down there, and time is money."
7239,"Grizzled : I saw a particularly ugly and quite agitated goblin barking orders at the rest of the miners.  I'm willing to bet he's crucial to their entire operation. If you can get into the mine and eliminate him, hopefully it will throw things into disarray."
7240,
7241,"The Bulk of the Guard : If all has gone according to plan, Proudmoore has sent her elite forces to recapture her son's body.  Let's make sure they stay out of the way of our real mission, hmm?"
7242,Junkyard Treasures : Everyone here needs to work hard to find resources for our cause.   Locate and open ten mechanized chests on the island.
7243,"Test Drive : There's still a lot of work to do, but it's running! We need to give the engine, brakes and gyro-balance actuator a good test.   You want to take it out for a drive and see how well they work?"
7244,
7245,"Friends In Need : I doubt that will be the last we've seen of Priscilla, but at least she is no longer one of our immediate concerns.  We must think carefully before making our next move. In the meantime we should continue to build upon our relationship with our new allies, the Ankoan. Work with them to secure the area and hone their skills, we're not out of the woods yet.  I fear the biggest battle is still to come. Let's show them that together we can take on Azshara's forces and succeed!"
7246,"Shakedown : Where are de guards?   Princess Talanji has convinced King Rastakhan to permit outsiders in our port. For de first time in centuries, we have allowed non-trolls to set foot on our shores and peddle their wares.  And now trolls of lesser tribes seem to think dey can take advantage of these merchants?  I will not allow dis sort of behavior. While I investigate why de merchants are not protected, I want you to work your way through de bazaar and slay any thugs you find.   Send dem a message."
7247,"A Friendly Face : An essence of black dragonflight magic is not to be trifled with, <name>.  My flight has been the pawn of dark forces in the past. I owe it to my fallen kin to see that our power is never used for evil again.  I would like to journey with you and meet your allies. Perhaps my knowledge can help you use this essence to defend our world."
7248,"Under False Colors : If we wish to stay the executioner's axe, we'll need to throw Sylvanas off of our scent. I will take the ship near Chandlery Wharf, which has recently been taken by Irontide pirates. There, I will leave it under the guise of a pirate raid gone wrong.  Your task will be to ensure that Sylvanas' forces find this ship.  You must report to Nathanos that you spotted a stolen Forsaken vessel in that area.  You have no connection to Derek Proudmoore, so it should raise no suspicions."
7249,"Gaining the Upper Hand : We need to retrieve the Abyssal Scepter and get out of here before the Kul Tirans break our line in Plunder Harbor.  I did some research while you were gone. I believe I uncovered the location where the ritual must take place.  When you are ready to go, we can make our way over."
7250,"Tal'gurub : My prophet is a loyal servant, but he has his own ideas of how things must be.I am sending him to Tal'gurub to deal with a mess of his own making. One of his pupils, a witch doctor by de name of Vol'jamba, has taken de Gurubashi enclave as his own and has ousted my guards.Meet Zul at Tal'gurub and ensure dis nuisance is dealt with. Do not let him get... distracted."
7251,Blood in the Tides : Curse these slimy wenches!  Their singin' sets men's hearts afire and their brains adrift.   My ship's aground. My cargo's lost.  Nothin' for it now but to fight!
7252,Paint Vial: Copper Trim : <Marvelous Martini could make use of this item.>
